observacion_id,fecha,ciudad,estacion_id,temp_max,temp_min,temp_media,precipitacion_mm,humedad_pct,velocidad_viento_kmh,condicion_climatica
18276,2020-08-05,Madrid,4,29.0,18.9,24.0,5.1,57,35.6,Lluvia ligera
46,2020-02-15,Granada,1,15.0,4.7,9.8,0,69,46.1,Nieve
12633,2024-07-28,Bilbao,7,25.1,13.5,19.3,6.2,30,2.5,Lluvia fuerte
8396,2022-12-23,Barcelona,5,11.7,4.3,8.0,0.1,76,34.3,Nieve
1696,2024-08-22,Granada,1,28.4,20.6,24.5,1.6,42,18.2,Viento fuerte
11421,2021-04-03,Bilbao,7,17.7,5.7,11.7,1.7,75,70.8,Despejado
2403,2021-07-29,Sevilla,2,35.4,26.3,30.9,0,47,39.1,Nieve
8602,2023-07-17,Barcelona,5,30.6,20.4,25.5,8.4,59,51.9,Despejado
8577,2023-06-22,Barcelona,5,20.9,13.2,17.0,0,38,15.1,Nublado
3386,2024-04-07,Sevilla,2,24.0,13.6,18.8,1.1,31,51.1,Lluvia fuerte
2492,2021-10-26,Sevilla,2,23.6,11.4,17.5,2.9,42,59.2,Nieve
9198,2020-03-03,Valencia,6,19.9,8.9,14.4,5.3,36,63.8,Lluvia fuerte
17424,2022-09-07,Almería,10,26.9,17.8,22.4,1.8,95,49.0,Nieve
16172,2024-04-04,Murcia,9,18.8,10.0,14.4,6.2,71,52.0,Nublado
4841,2023-04-01,Málaga,3,20.6,14.1,17.4,0,84,24.6,Despejado
7187,2024-09-01,Madrid,4,26.8,19.1,23.0,1.5,39,41.0,Parcialmente nublado
14161,2023-10-03,Zaragoza,8,10.6,2.4,6.5,4.2,43,18.3,Parcialmente nublado
17286,2022-04-22,Almería,10,25.3,13.8,19.6,0,55,78.1,Lluvia fuerte
12075,2023-01-17,Bilbao,7,15.3,5.2,10.2,0.3,85,48.1,Niebla
11390,2021-03-03,Bilbao,7,16.1,5.8,11.0,0,30,1.5,Nieve
11539,2021-07-30,Bilbao,7,25.7,12.8,19.2,0.1,67,71.9,Lluvia ligera
17066,2021-09-14,Almería,10,27.7,15.5,21.6,14.3,85,34.9,Lluvia ligera
15179,2021-07-16,Murcia,9,35.0,26.6,30.8,4.0,82,62.0,Parcialmente nublado
11790,2022-04-07,Bilbao,7,12.8,3.7,8.2,5.1,45,18.7,Niebla
7407,2020-04-08,Barcelona,5,21.2,7.9,14.6,0,71,45.2,Lluvia fuerte
17794,2023-09-12,Almería,10,26.7,17.7,22.2,2.9,79,78.1,Viento fuerte
5625,2020-05-23,Madrid,4,17.5,7.9,12.7,0,95,52.6,Lluvia ligera
10581,2023-12-16,Valencia,6,17.0,7.7,12.3,7.2,66,74.9,Parcialmente nublado
8306,2022-09-24,Barcelona,5,23.8,16.7,20.2,4.2,46,35.9,Nieve
9811,2021-11-06,Valencia,6,17.7,8.9,13.3,0,56,18.1,Viento fuerte
12597,2024-06-22,Bilbao,7,23.8,12.0,17.9,0.8,93,64.8,Parcialmente nublado
17264,2022-03-31,Almería,10,17.9,10.2,14.0,0.1,55,45.6,Niebla
15579,2022-08-20,Murcia,9,37.3,26.0,31.6,1.8,91,26.4,Tormenta
5063,2023-11-09,Málaga,3,20.0,9.5,14.8,1.0,34,58.3,Lluvia fuerte
4158,2021-05-18,Málaga,3,26.5,16.9,21.7,2.6,49,26.0,Nieve
2639,2022-03-22,Sevilla,2,17.4,8.7,13.0,0.7,85,13.1,Viento fuerte
3044,2023-05-01,Sevilla,2,23.1,13.3,18.2,10.8,78,22.6,Nieve
14762,2020-05-25,Murcia,9,29.6,18.7,24.1,5.1,59,12.1,Niebla
14257,2024-01-07,Zaragoza,8,8.1,-3.1,2.5,0.3,34,50.6,Viento fuerte
6289,2022-03-18,Madrid,4,17.6,5.9,11.8,0,38,76.2,Lluvia ligera
2715,2022-06-06,Sevilla,2,23.5,14.3,18.9,2.6,51,66.7,Viento fuerte
15071,2021-03-30,Murcia,9,20.0,8.6,14.3,0,82,33.5,Viento fuerte
1915,2020-03-28,Sevilla,2,19.4,10.0,14.7,1.6,63,38.2,Lluvia ligera
3368,2024-03-20,Sevilla,2,20.8,14.3,17.6,0,74,32.5,Parcialmente nublado
5835,2020-12-19,Madrid,4,9.6,0.1,4.8,1.6,47,33.4,Lluvia fuerte
3529,2024-08-28,Sevilla,2,37.9,27.9,32.9,1.1,76,66.6,Viento fuerte
16495,2020-02-21,Almería,10,19.6,9.4,14.5,0.2,31,37.5,Niebla
4749,2022-12-30,Málaga,3,15.1,3.5,9.3,1.3,60,52.2,Viento fuerte
14844,2020-08-15,Murcia,9,30.2,18.7,24.4,0,88,4.2,Viento fuerte
4364,2021-12-10,Málaga,3,15.8,4.5,10.2,0,35,59.7,Tormenta
11128,2020-06-14,Bilbao,7,20.3,13.5,16.9,2.1,78,60.7,Nieve
18207,2024-10-29,Almería,10,24.5,17.4,20.9,2.9,36,71.8,Parcialmente nublado
15329,2021-12-13,Murcia,9,17.2,7.7,12.4,0,89,63.9,Viento fuerte
13541,2022-01-21,Zaragoza,8,11.4,2.7,7.1,0.8,40,10.5,Parcialmente nublado
16975,2021-06-15,Almería,10,27.5,18.2,22.9,4.1,34,21.3,Nieve
17920,2024-01-16,Almería,10,17.2,7.7,12.4,2.2,89,65.2,Nublado
1404,2023-11-04,Granada,1,17.2,6.3,11.8,1.3,74,72.2,Parcialmente nublado
12848,2020-02-28,Zaragoza,8,11.2,1.7,6.4,0.6,70,51.5,Viento fuerte
539,2021-06-22,Granada,1,29.8,18.5,24.1,0,95,51.5,Lluvia fuerte
14208,2023-11-19,Zaragoza,8,14.0,3.0,8.5,5.3,85,5.4,Nieve
15769,2023-02-26,Murcia,9,19.1,6.5,12.8,0,77,28.0,Niebla
6017,2021-06-19,Madrid,4,31.6,19.7,25.6,3.9,80,65.2,Nublado
16464,2020-01-21,Almería,10,16.0,6.3,11.2,3.4,48,24.1,Nieve
4858,2023-04-18,Málaga,3,18.4,10.3,14.3,6.5,62,71.2,Lluvia fuerte
15595,2022-09-05,Murcia,9,28.8,16.8,22.8,0,68,4.2,Nublado
14182,2023-10-24,Zaragoza,8,21.1,7.8,14.5,0,44,77.5,Niebla
16413,2024-12-01,Murcia,9,15.3,5.0,10.2,0.0,47,28.0,Viento fuerte
11091,2020-05-08,Bilbao,7,16.6,7.8,12.2,5.5,62,64.4,Lluvia fuerte
3830,2020-06-24,Málaga,3,25.1,15.8,20.5,3.6,53,65.6,Nieve
1622,2024-06-09,Granada,1,31.0,23.3,27.1,0.6,59,2.2,Lluvia fuerte
7878,2021-07-23,Barcelona,5,29.5,16.4,22.9,0.8,70,42.9,Parcialmente nublado
4850,2023-04-10,Málaga,3,20.5,12.0,16.2,0,75,72.4,Despejado
8138,2022-04-09,Barcelona,5,17.1,4.3,10.7,0.9,83,49.7,Nieve
11294,2020-11-27,Bilbao,7,13.7,2.3,8.0,1.3,66,67.9,Niebla
14026,2023-05-21,Zaragoza,8,30.9,18.5,24.7,4.7,65,63.3,Parcialmente nublado
5674,2020-07-11,Madrid,4,28.7,15.3,22.0,2.9,65,29.8,Nieve
16024,2023-11-08,Murcia,9,15.8,6.5,11.2,6.5,33,5.5,Niebla
6280,2022-03-09,Madrid,4,13.8,3.5,8.7,0,48,25.8,Despejado
1348,2023-09-09,Granada,1,35.6,24.1,29.9,0,36,20.8,Despejado
3791,2020-05-16,Málaga,3,25.4,14.0,19.7,4.4,31,20.5,Niebla
2926,2023-01-03,Sevilla,2,20.5,10.5,15.5,1.2,51,29.0,Lluvia fuerte
13592,2022-03-13,Zaragoza,8,17.5,7.0,12.2,0.5,54,34.0,Lluvia fuerte
9703,2021-07-21,Valencia,6,35.2,24.0,29.6,0.3,63,25.2,Tormenta
5596,2020-04-24,Madrid,4,9.9,-0.1,4.9,0,32,35.4,Lluvia ligera
10761,2024-06-13,Valencia,6,27.6,17.5,22.6,1.6,75,30.6,Tormenta
15636,2022-10-16,Murcia,9,24.4,13.6,19.0,0.3,43,62.7,Lluvia fuerte
1154,2023-02-27,Granada,1,11.3,3.0,7.2,0.8,76,63.8,Lluvia ligera
3306,2024-01-18,Sevilla,2,17.6,6.7,12.2,0,48,72.1,Lluvia ligera
16006,2023-10-21,Murcia,9,14.9,6.1,10.5,1.0,81,2.1,Niebla
13036,2020-09-03,Zaragoza,8,26.9,15.9,21.4,1.4,95,7.4,Parcialmente nublado
6598,2023-01-21,Madrid,4,15.6,7.8,11.7,1.1,78,74.7,Lluvia fuerte
7780,2021-04-16,Barcelona,5,20.4,12.7,16.5,0.0,72,61.1,Nieve
6761,2023-07-03,Madrid,4,27.7,17.7,22.7,4.5,87,41.8,Nieve
10606,2024-01-10,Valencia,6,16.6,5.5,11.1,3.0,36,62.5,Despejado
14230,2023-12-11,Zaragoza,8,9.3,1.6,5.5,3.7,87,32.5,Lluvia ligera
6283,2022-03-12,Madrid,4,13.6,7.1,10.3,7.9,60,62.6,Nublado
3051,2023-05-08,Sevilla,2,22.5,12.9,17.7,4.4,60,14.9,Nublado
5895,2021-02-17,Madrid,4,10.2,2.4,6.3,10.1,90,9.2,Viento fuerte
1333,2023-08-25,Granada,1,29.4,19.9,24.6,0.3,43,48.6,Nieve
825,2022-04-04,Granada,1,22.2,11.1,16.6,0,91,72.0,Lluvia ligera
17455,2022-10-08,Almería,10,22.6,12.4,17.5,6.6,84,11.8,Viento fuerte
13025,2020-08-23,Zaragoza,8,31.2,23.0,27.1,0.3,84,79.2,Parcialmente nublado
2033,2020-07-24,Sevilla,2,36.2,27.8,32.0,2.6,77,51.9,Nieve
5195,2024-03-20,Málaga,3,18.2,9.0,13.6,0,51,75.6,Parcialmente nublado
16671,2020-08-15,Almería,10,24.6,14.8,19.7,1.7,87,63.4,Viento fuerte
13179,2021-01-24,Zaragoza,8,6.5,-0.9,2.8,0.8,84,77.1,Viento fuerte
13027,2020-08-25,Zaragoza,8,33.0,21.6,27.3,0.6,59,43.9,Viento fuerte
8758,2023-12-20,Barcelona,5,14.6,2.7,8.7,0.1,67,71.4,Parcialmente nublado
8129,2022-03-31,Barcelona,5,24.5,12.4,18.4,4.3,55,44.2,Nublado
8830,2024-03-01,Barcelona,5,16.0,6.0,11.0,6.5,79,10.7,Nublado
8854,2024-03-25,Barcelona,5,16.3,7.9,12.1,1.2,66,78.9,Niebla
11919,2022-08-14,Bilbao,7,25.3,17.5,21.4,1.5,33,9.8,Nublado
14674,2020-02-27,Murcia,9,20.4,9.2,14.8,0,81,59.9,Viento fuerte
8032,2021-12-24,Barcelona,5,14.3,6.5,10.4,3.4,88,45.8,Lluvia ligera
10278,2023-02-16,Valencia,6,10.6,2.3,6.4,6.9,42,30.7,Nieve
3089,2023-06-15,Sevilla,2,35.5,25.8,30.6,1.6,73,52.1,Despejado
16519,2020-03-16,Almería,10,16.4,7.0,11.7,0,57,57.4,Nublado
13719,2022-07-18,Zaragoza,8,30.7,19.6,25.1,5.6,58,34.8,Nublado
7876,2021-07-21,Barcelona,5,26.4,14.4,20.4,4.9,85,60.0,Lluvia fuerte
3378,2024-03-30,Sevilla,2,17.3,7.3,12.3,0.9,49,43.6,Lluvia fuerte
2721,2022-06-12,Sevila,2,29.4,19.4,24.4,2.9,71,66.1,Nublado
7409,2020-04-10,Barcelona,5,21.9,9.6,15.8,3.2,75,55.8,Despejado
3064,2023-05-21,Sevilla,2,28.8,17.9,23.4,0.5,89,55.7,Niebla
7939,2021-09-22,Barcelona,5,22.1,12.0,17.1,0,44,51.4,Despejado
17084,2021-10-02,Almería,10,23.0,12.1,17.6,0,56,40.4,Tormenta
12450,2024-01-27,Bilbao,7,17.5,6.7,12.1,1.1,87,2.7,Despejado
3397,2024-04-18,Sevilla,2,21.2,13.9,17.6,12.8,31,36.7,Niebla
2470,2021-10-04,Sevilla,2,24.4,12.3,18.4,17.0,47,13.4,Viento fuerte
17834,2023-10-22,Almería,10,23.8,12.9,18.4,0,82,32.6,Niebla
8947,2024-06-26,Barcelona,5,24.5,14.4,19.4,1.0,84,24.0,Nieve
15247,2021-09-22,Murcia,9,26.2,14.0,20.1,5.5,92,73.6,Nublado
9554,2021-02-22,Valencia,6,17.5,9.8,13.7,4.1,73,12.6,Parcialmente nublado
12226,2023-06-17,Bilbao,7,27.7,19.7,23.7,1.8,39,70.3,Tormenta
2822,2022-09-21,Sevilla,2,31.0,19.9,25.4,4.0,40,42.5,Viento fuerte
4137,2021-04-27,Málaga,3,23.2,15.4,19.3,2.4,71,16.5,Nublado
7366,2020-02-27,Barcelona,5,18.4,9.6,14.0,3.4,90,18.8,Lluvia fuerte
15008,2021-01-26,Murcia,9,10.8,-1.2,4.8,0,61,3.7,Parcialmente nublado
10046,2022-06-29,Valencia,6,29.3,18.6,24.0,6.5,49,62.3,Lluvia fuerte
6092,2021-09-02,Madrid,4,27.6,15.4,21.5,1.6,36,62.6,Tormenta
11355,2021-01-27,Bilbao,7,12.2,3.8,8.0,10.5,35,78.0,Viento fuerte
13342,2021-07-06,Zaragoza,8,31.7,19.5,25.6,3.3,33,70.0,Nublado
4730,2022-12-11,Málaga,3,18.8,6.4,12.6,6.3,65,75.3,Tormenta
13641,2022-05-01,Zaragoza,8,23.9,15.5,19.7,0,45,15.5,Lluvia fuerte
9613,2021-04-22,Valencia,6,18.7,9.4,14.1,0.3,92,31.2,Parcialmente nublado
13434,2021-10-06,Zaragoza,8,21.2,11.3,16.2,0,78,55.4,Viento fuerte
11924,2022-08-19,Bilbao,7,23.5,14.0,18.8,0,90,54.3,Niebla
7032,2024-03-30,Madrid,4,14.4,5.5,9.9,4.9,78,20.2,Nublado
5693,2020-07-30,Madrid,4,31.8,21.4,26.6,0.0,30,49.4,Niebla
8399,2022-12-26,Barcelona,5,9.3,0.4,4.9,0.5,65,30.3,Nieve
17527,2022-12-19,Almería,10,19.8,12.0,15.9,0,92,9.0,Lluvia fuerte
3165,2023-08-30,Sevilla,2,31.0,20.0,25.5,0,54,27.1,Viento fuerte
1878,2020-02-20,Sevilla,2,13.4,4.4,8.9,9.2,33,70.4,Viento fuerte
17389,2022-08-03,Almería,10,24.0,15.2,19.6,3.7,58,8.4,Lluvia fuerte
1202,2023-04-16,Granada,1,12.8,4.7,8.8,8.0,95,66.1,Despejado
6516,2022-10-31,Madrid,4,15.7,8.8,12.2,2.1,84,53.0,Niebla
13793,2022-09-30,Zaragoza,8,24.7,14.4,19.6,1.3,39,3.1,Viento fuerte
4640,2022-09-12,Málaga,3,24.4,15.3,19.9,1.9,61,60.6,Viento fuerte
6597,2023-01-20,Madrid,4,6.8,-3.6,1.6,2.9,89,79.3,Despejado
625,2021-09-16,Granada,1,25.8,18.6,22.2,0,79,52.6,Parcialmente nublado
222,2020-08-09,Granada,1,34.5,25.9,30.2,0.8,82,55.2,Nieve
16157,2024-03-20,Murcia,9,15.9,5.3,10.6,3.3,63,15.7,Parcialmente nublado
11229,2020-09-23,Bilbao,7,22.7,11.2,16.9,2.5,59,46.6,Viento fuerte
10594,2023-12-29,Valencia,6,14.1,6.2,10.2,4.3,41,51.4,Viento fuerte
13359,2021-07-23,Zaragoza,8,34.3,24.7,29.5,0.8,71,17.7,Lluvia fuerte
9444,2020-11-04,Valencia,6,15.2,5.7,10.4,0,62,41.6,Viento fuerte
2152,2020-11-20,Sevilla,2,20.8,9.8,15.3,3.3,58,26.1,Niebla
6115,2021-09-25,Madrid,4,29.1,19.1,24.1,2.2,66,40.0,Lluvia ligera
14188,2023-10-30,Zaragoza,8,17.1,6.0,11.6,0.6,30,9.0,Parcialmente nublado
18099,2024-07-13,Almería,10,28.6,20.2,24.4,1.6,95,70.9,Viento fuerte
13099,2020-11-05,Zaragoza,8,16.4,8.5,12.4,1.7,30,32.3,Viento fuerte
15446,2022-04-09,Murcia,9,23.9,17.3,20.6,0,41,29.3,Tormenta
6849,2023-09-29,Madrid,4,25.3,13.1,19.2,10.3,80,41.4,Tormenta
8496,2023-04-02,Barcelona,5,20.0,11.1,15.6,0,63,6.3,Parcialmente nublado
7031,2024-03-29,Madrid,4,10.1,1.8,6.0,0,84,67.6,Nublado
3776,2020-05-01,Málaga,3,25.3,15.8,20.6,1.4,88,12.1,Nieve
1440,2023-12-10,Granada,1,16.5,8.8,12.7,0,53,52.8,Parcialmente nublado
14007,2023-05-02,Zaragoza,8,21.8,9.5,15.7,0.7,72,53.4,Lluvia fuerte
552,2021-07-05,Granada,1,29.1,20.2,24.6,5.5,66,47.9,Parcialmente nublado
7411,2020-04-12,Barcelona,5,17.6,6.6,12.1,0.9,51,42.5,Parcialmente nublado
4115,2021-04-05,Málaga,3,17.2,5.7,11.4,0,94,71.2,Parcialmente nublado
6431,2022-08-07,Madrid,4,25.2,18.0,21.6,1.0,39,64.3,Tormenta
565,2021-07-18,Granada,1,29.3,22.5,25.9,3.1,41,44.0,Parcialmente nublado
13967,2023-03-23,Zaragoza,8,11.7,0.9,6.3,3.0,61,63.6,Lluvia ligera
9368,2020-08-20,Valencia,6,27.5,17.4,22.4,1.9,55,56.3,Lluvia ligera
4553,2022-06-17,Málaga,3,26.5,15.8,21.1,2.7,89,37.2,Viento fuerte
17212,2022-02-07,Almería,10,15.9,5.0,10.4,2.3,79,67.2,Lluvia fuerte
10152,2022-10-13,Valencia,6,25.3,16.5,20.9,0.1,70,33.3,Parcialmente nublado
15515,2022-06-17,Murcia,9,28.0,20.9,24.4,0,65,26.0,Parcialmente nublado
12444,2024-01-21,Bilbao,7,10.4,0.8,5.6,1.7,40,23.7,Tormenta
14642,2020-01-26,Murcia,9,14.3,7.3,10.8,0,64,31.3,Despejado
13015,2020-08-13,Zaragoza,8,33.6,25.9,29.8,0.6,66,57.3,Niebla
6558,2022-12-12,Madrid,4,7.2,0.0,3.6,5.5,68,10.5,Nublado
3240,2023-11-13,Sevilla,2,21.8,9.6,15.7,1.3,42,31.5,Parcialmente nublado
14436,2024-07-04,Zaragoza,8,28.9,18.9,23.9,0.3,49,28.6,Lluvia ligera
10872,2024-10-02,Valencia,6,25.7,15.0,20.4,0,89,36.7,Lluvia ligera
5736,2020-09-11,Madrid,4,24.4,14.6,19.5,0,48,47.5,Tormenta
16952,2021-05-23,Almería,10,24.0,13.0,18.5,0.7,55,63.6,Despejado
4652,2022-09-24,Málaga,3,30.7,19.0,24.9,0.2,36,57.7,Lluvia ligera
13574,2022-02-23,Zaragoza,8,11.6,4.3,7.9,0.4,37,54.2,Viento fuerte
7952,2021-10-05,Barcelona,5,26.1,13.9,20.0,-2.6,41,20.3,Parcialmente nublado
2819,2022-09-18,Sevilla,2,33.8,21.8,27.8,0,73,63.3,Nieve
2211,2021-01-18,Sevilla,2,9.3,-2.7,3.3,0,71,60.5,Tormenta
526,2021-06-09,Granada,1,26.0,17.4,21.7,2.8,72,70.2,Viento fuerte
1366,2023-09-27,Granada,1,25.3,12.9,19.1,2.9,51,25.2,Nublado
1259,2023-06-12,Granada,1,24.8,15.7,20.2,0,83,42.2,Lluvia fuerte
2913,2022-12-21,Sevilla,2,16.6,4.2,10.4,6.4,84,9.6,Lluvia fuerte
9679,2021-06-27,Valencia,6,31.1,20.5,25.8,11.2,70,27.3,Nieve
98,2020-04-07,Granada,1,17.6,7.3,12.5,0,68,15.9,Nieve
10167,2022-10-28,Valencia,6,22.8,11.7,17.2,3.7,64,36.8,Despejado
5573,2020-04-01,Madrid,4,17.5,5.4,11.4,4.8,66,15.7,Niebla
17089,2021-10-07,Almería,10,25.1,14.5,19.8,1.6,75,61.8,Parcialmente nublado
6769,2023-07-11,Madríd,4,28.9,18.5,23.7,0.1,43,49.7,Viento fuerte
12611,2024-07-06,Bilbao,7,27.3,18.0,22.6,6.4,52,20.7,Parcialmente nublado
3520,2024-08-19,Sevilla,2,33.5,24.2,28.9,8.1,79,26.4,Lluvia fuerte
136,2020-05-15,Granada,1,18.9,9.5,14.2,2.1,83,21.9,Parcialmente nublado
6759,2023-07-01,Madrid,4,29.0,21.2,25.1,1.9,37,58.5,Tormenta
15972,2023-09-17,Murcia,9,25.4,13.6,19.5,2.1,76,67.5,Lluvia ligera
4164,2021-05-24,Málaga,3,26.7,16.6,21.6,1.6,38,46.3,Nieve
729,2021-12-29,Granada,1,11.1,0.8,6.0,0,70,24.0,Tormenta
2597,2022-02-08,Sevilla,2,19.2,8.7,13.9,4.8,82,8.5,Lluvia ligera
14424,2024-06-22,Zaragoza,8,22.2,14.0,18.1,0.0,44,20.9,Nublado
6890,2023-11-09,Madrid,4,12.9,2.4,7.7,8.9,35,70.1,Viento fuerte
8895,2024-05-05,Barcelona,5,18.8,6.9,12.9,0.9,46,78.9,Viento fuerte
5872,2021-01-25,Madrid,4,6.8,-1.6,2.6,6.3,41,66.6,Tormenta
907,2022-06-25,Granada,1,31.8,20.7,26.2,0.3,33,61.0,Lluvia ligera
5722,2020-08-28,Madrid,4,28.7,16.6,22.6,3.3,50,64.4,Despejado
4800,2023-02-19,Málaga,3,26.0,13.6,19.8,5.6,31,15.0,Viento fuerte
15064,2021-03-23,Murcia,9,17.0,8.5,12.8,9.4,52,6.4,Parcialmente nublado
1842,2020-01-15,Sevilla,2,10.6,2.6,6.6,0.8,56,75.6,Lluvia fuerte
6950,2024-01-08,Madrid,4,15.9,3.8,9.8,0,55,74.4,Tormenta
7888,2021-08-02,Barcelona,5,33.5,22.3,27.9,2.0,41,0.8,Lluvia fuerte
3722,2020-03-08,Málaga,3,16.2,6.6,11.4,1.9,60,53.2,Nieve
2150,2020-11-18,Sevilla,2,23.5,13.4,18.4,2.2,32,79.2,Viento fuerte
17549,2023-01-10,Almería,10,15.5,4.6,10.1,3.2,85,39.7,Nieve
3798,2020-05-23,Málaga,3,20.2,10.0,15.1,1.3,39,20.1,Lluvia ligera
5983,2021-05-16,Madrid,4,20.4,7.7,14.0,2.7,30,62.7,Nieve
10399,2023-06-17,Valencia,6,28.5,20.3,24.4,1.6,30,42.3,Lluvia ligera
9002,2024-08-20,Barcelona,5,31.0,21.8,26.4,4.4,80,50.4,Parcialmente nublado
102,2020-04-11,Granada,1,14.1,2.5,8.3,2.6,47,50.3,Despejado
17142,2021-11-29,Almería,10,18.9,9.8,14.3,5.3,30,31.8,Lluvia fuerte
4916,2023-06-15,Málaga,3,26.2,16.0,21.1,0,51,64.0,Parcialmente nublado
7325,2020-01-17,Barcelona,5,10.4,-0.2,5.1,1.1,42,75.8,Lluvia fuerte
9888,2022-01-22,Valencia,6,12.6,3.1,7.8,0,93,49.1,Parcialmente nublado
1185,2023-03-30,Granada,1,15.8,7.2,11.5,0,41,29.0,Niebla
6891,2023-11-10,Madrid,4,10.5,-0.0,5.2,11.9,86,68.4,Viento fuerte
1017,2022-10-13,Granada,1,20.8,9.3,15.1,2.7,82,44.5,Viento fuerte
13727,2022-07-26,Zaragoza,8,28.5,18.8,23.6,8.3,75,4.0,Parcialmente nublado
13223,2021-03-09,Zaragoza,8,12.6,3.3,7.9,0.5,79,61.4,Nieve
4995,2023-09-02,Málaga,3,30.8,22.3,26.6,0.2,92,47.0,Lluvia ligera
5496,2020-01-15,Madrid,4,8.7,1.6,5.1,0,43,8.2,Nublado
2225,2021-02-01,Sevilla,2,19.5,6.0,12.8,10.4,84,78.8,Despejado
13747,2022-08-15,Zaragoza,8,26.8,17.9,22.4,1.2,61,13.3,Lluvia ligera
17872,2023-11-29,Almería,10,22.0,11.9,16.9,4.6,54,64.2,Tormenta
10314,2023-03-24,Valencia,6,14.9,5.7,10.3,0,90,1.3,Parcialmente nublado
210,2020-07-28,Granada,1,29.6,19.6,24.6,1.3,69,39.8,Nublado
13888,2023-01-03,Zaragoza,8,10.2,-3.1,3.5,0.5,71,3.2,Niebla
13183,2021-01-28,Zaragoza,8,13.2,2.2,7.7,0.1,44,67.8,Despejado
7688,2021-01-14,Barcelona,5,15.8,6.3,11.1,10.0,44,40.0,Tormenta
3216,2023-10-20,Sevilla,2,28.2,19.1,23.6,2.5,72,72.8,Despejado
6133,2021-10-13,Madrid,4,21.1,9.8,15.5,0.1,31,53.9,Lluvia ligera
10178,2022-11-08,Valencia,6,16.1,5.6,10.9,0,88,50.9,Tormenta
14960,2020-12-09,Murcia,9,14.1,6.2,10.2,3.2,55,11.4,Viento fuerte
17584,2023-02-14,Almería,10,17.7,6.7,12.2,4.7,90,47.9,Lluvia ligera
8211,2022-06-21,Barcelona,5,28.6,19.1,23.9,0,33,30.4,Nieve
3319,2024-01-31,Sevilla,2,16.7,9.3,13.0,0,77,49.5,Viento fuerte
15502,2022-06-04,Murcia,9,32.7,23.0,27.9,1.9,79,17.7,Viento fuerte
16649,2020-07-24,Almería,10,38.1,25.9,32.0,6.8,76,27.9,Despejado
10703,2024-04-16,Valencia,6,22.8,13.5,18.1,0,68,55.9,Tormenta
13445,2021-10-17,Zaragoza,8,24.2,16.1,20.1,0,60,37.0,Niebla
8745,2023-12-07,Barcelona,5,16.6,7.4,12.0,0.3,53,9.9,Lluvia fuerte
17390,2022-08-04,Almería,10,32.1,21.0,26.6,4.7,76,2.0,Tormenta
7844,2021-06-19,Barcelona,5,28.8,21.0,24.9,1.4,31,44.3,Nieve
8296,2022-09-14,Barcelona,5,23.6,16.9,20.2,0,75,25.9,Niebla
11936,2022-08-31,Bilbao,7,25.6,13.5,19.6,0.3,87,67.4,Despejado
16690,2020-09-03,Almería,10,32.0,21.7,26.9,3.4,67,9.4,Niebla
5149,2024-02-03,Málaga,3,17.7,6.1,11.9,0,61,39.0,Tormenta
16701,2020-09-14,Almería,10,28.8,18.7,23.8,1.6,48,26.0,Lluvia ligera
13764,2022-09-01,Zaragoza,8,34.3,23.1,28.7,5.2,83,3.3,Tormenta
10188,2022-11-18,Valencia,6,18.6,10.3,14.5,0,38,48.2,Tormenta
16610,2020-06-15,Almería,10,31.0,19.9,25.4,0.9,35,42.9,Lluvia fuerte
1488,2024-01-27,Granada,1,19.7,9.4,14.6,0,90,12.1,Lluvia ligera
13249,2021-04-04,Zaragoza,8,17.1,8.8,13.0,4.4,80,19.0,Viento fuerte
6873,2023-10-23,Madrid,4,16.1,6.4,11.2,5.0,85,27.0,Nublado
1820,2024-12-24,Granada,1,18.9,7.0,12.9,0,88,50.5,Niebla
6259,2022-02-16,Madrid,4,11.2,1.0,6.1,0.2,37,55.6,Lluvia fuerte
13132,2020-12-08,Zaragoza,8,11.9,2.4,7.2,1.7,49,33.9,Nublado
11195,2020-08-20,Bilbao,7,20.7,9.3,15.0,1.4,94,10.4,Niebla
8674,2023-09-27,Barcelona,5,21.4,11.9,16.6,0,31,11.3,Nublado
6585,2023-01-08,Madrid,4,9.4,0.1,4.8,15.0,92,40.9,Tormenta
13771,2022-09-08,Zaragoza,8,26.3,16.7,21.5,4.0,57,51.8,Nieve
16013,2023-10-28,Murcia,9,31.4,21.3,26.4,1.8,71,35.0,Niebla
12530,2024-04-16,Bilbao,7,16.2,5.9,11.1,0,44,28.3,Nublado
16825,2021-01-16,Almería,10,21.6,11.1,16.4,9.1,79,7.1,Tormenta
375,2021-01-09,Granada,1,13.9,4.4,9.2,1.6,56,36.2,Viento fuerte
677,2021-11-07,Granada,1,14.9,2.5,8.7,1.1,87,7.2,Parcialmente nublado
12472,2024-02-18,Bilbao,7,7.4,-1.8,2.8,2.0,91,45.9,Nieve
10223,2022-12-23,Valencia,6,11.1,3.2,7.2,0.4,60,26.2,Despejado
17471,2022-10-24,Almería,10,24.8,13.7,19.2,0,91,26.8,Viento fuerte
12594,2024-06-19,Bilbao,7,18.2,10.4,14.3,1.3,62,33.4,Viento fuerte
14780,2020-06-12,Murcia,9,31.0,19.1,25.1,0.5,85,36.2,Despejado
8012,2021-12-04,Barcelona,5,12.3,3.6,8.0,0.3,70,7.8,Nieve
12528,2024-04-14,Bilbao,7,16.7,7.2,11.9,0,57,6.7,Viento fuerte
